age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
23,F,Hispanic,Less than 25,Low,Male,0,0,2,No,No
49,F,African-American,Greater than 45,Low,Male,3,-1,4,No,No
31,F,African-American,25 - 45,Medium,Male,7,-1,7,Yes,Yes
20,F,African-American,Less than 25,Medium,Male,1,-26,6,Yes,Yes
28,M,Caucasian,25 - 45,Low,Male,0,0,3,No,No
67,F,Caucasian,Greater than 45,Low,Male,3,-1,1,No,No
33,F,Hispanic,25 - 45,Low,Male,0,0,1,No,No
20,F,Hispanic,Less than 25,High,Male,1,-189,8,Yes,Yes
40,F,Caucasian,25 - 45,Low,Male,4,-80,3,No,No
52,F,African-American,Greater than 45,Low,Male,0,-1,1,No,No
45,F,African-American,Greater than 45,Medium,Male,17,-1,7,Yes,Yes
27,F,African-American,25 - 45,Medium,Male,8,-1,7,Yes,Yes
22,F,Caucasian,Less than 25,High,Male,1,-1,9,No,No
36,F,Caucasian,25 - 45,Medium,Male,9,-42,7,No,No
40,M,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
30,M,Caucasian,25 - 45,High,Male,1,0,8,Yes,Yes
42,F,African-American,25 - 45,Low,Male,1,-1,1,No,No
24,F,African-American,Less than 25,Low,Male,2,0,3,Yes,Yes
46,F,Caucasian,Greater than 45,Low,Male,4,-5,2,No,No
38,F,African-American,25 - 45,Low,Male,4,0,3,No,No
39,F,Hispanic,25 - 45,Low,Male,2,-113,1,Yes,Yes
32,M,Hispanic,25 - 45,Low,Female,0,-1,3,Yes,Yes
26,M,Caucasian,25 - 45,Medium,Male,0,-1,5,No,No
54,M,Caucasian,Greater than 45,Low,Male,1,-1,1,Yes,Yes
27,F,Hispanic,25 - 45,Low,Male,2,-10,3,No,No
61,F,Caucasian,Greater than 45,Low,Male,1,0,4,No,No
51,M,African-American,Greater than 45,Low,Male,1,-1,4,Yes,Yes
57,F,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
24,M,Caucasian,Less than 25,Medium,Male,3,-1,5,Yes,Yes
34,F,African-American,25 - 45,Low,Male,1,-1,1,No,No
27,F,Hispanic,25 - 45,Low,Male,1,-1,2,No,No
28,M,African-American,25 - 45,Medium,Female,10,15,7,Yes,Yes
35,M,African-American,25 - 45,High,Male,10,0,8,Yes,Yes
30,F,African-American,25 - 45,Medium,Male,6,0,6,Yes,Yes
53,F,Other,Greater than 45,Medium,Male,1,733,5,No,No
44,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
61,F,Caucasian,Greater than 45,Medium,Male,10,-1,6,No,No
26,F,African-American,25 - 45,High,Male,1,-1,9,Yes,Yes
48,F,African-American,Greater than 45,Medium,Male,10,-1,7,Yes,Yes
42,M,African-American,25 - 45,Low,Male,4,0,1,No,No
38,F,Caucasian,25 - 45,High,Male,10,-1,8,Yes,Yes
39,F,African-American,25 - 45,Low,Male,4,-32,2,No,No
53,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
26,M,African-American,25 - 45,High,Male,3,-1,10,Yes,No
22,F,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
50,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,No,No
44,M,Caucasian,25 - 45,Medium,Male,16,-1,7,No,No
24,F,African-American,Less than 25,Medium,Male,4,-1,6,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,0,-1,7,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
36,M,Caucasian,25 - 45,Low,Female,0,0,1,No,No
39,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
24,F,African-American,Less than 25,Low,Female,2,729,4,No,No
54,F,African-American,Greater than 45,Medium,Female,7,-1,6,No,No
29,M,African-American,25 - 45,Low,Male,0,0,2,No,No
26,M,Caucasian,25 - 45,Medium,Male,0,-1,6,No,No
41,F,African-American,25 - 45,Low,Male,3,-1,4,Yes,Yes
23,F,African-American,Less than 25,Medium,Male,1,-1,6,Yes,Yes
34,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
31,F,Caucasian,25 - 45,Medium,Male,11,0,7,Yes,Yes
20,F,African-American,Less than 25,Low,Male,0,-1,3,No,No
49,F,African-American,Greater than 45,Medium,Male,10,-1,6,Yes,Yes
26,F,African-American,25 - 45,High,Male,4,0,8,Yes,Yes
28,F,African-American,25 - 45,Low,Male,1,-1,4,Yes,Yes
26,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
55,F,African-American,Greater than 45,Low,Male,1,-1,4,No,No
22,M,African-American,Less than 25,High,Male,0,-1,9,No,No
26,M,African-American,25 - 45,Low,Female,0,-1,4,No,No
56,M,Other,Greater than 45,Low,Male,0,0,1,No,No
66,F,Caucasian,Greater than 45,Low,Male,1,331,1,No,No
46,F,Other,Greater than 45,Low,Male,2,-1,3,No,No
58,F,African-American,Greater than 45,Medium,Male,16,-1,6,Yes,Yes
28,F,African-American,25 - 45,Medium,Male,4,-1,7,No,No
33,F,African-American,25 - 45,Medium,Male,8,-1,6,Yes,No
31,M,African-American,25 - 45,Low,Female,0,-1,2,No,No
26,M,African-American,25 - 45,Medium,Male,1,0,5,No,No
41,F,Caucasian,25 - 45,Medium,Female,12,-45,7,Yes,Yes
34,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
33,F,Other,25 - 45,Low,Male,0,-1,1,No,No
32,F,African-American,25 - 45,Low,Female,0,-1,2,No,No
37,F,African-American,25 - 45,Medium,Male,9,0,6,Yes,Yes
50,F,African-American,Greater than 45,Medium,Male,1,-22,5,No,No
35,F,Caucasian,25 - 45,Low,Male,1,-1,2,No,No
47,M,Caucasian,Greater than 45,Low,Female,0,-6,3,Yes,Yes
52,F,African-American,Greater than 45,High,Female,8,-1,9,No,No
26,F,African-American,25 - 45,Medium,Male,5,-1,7,Yes,Yes
45,F,African-American,Greater than 45,Low,Male,13,-1,1,Yes,Yes
19,M,Other,Less than 25,High,Male,0,-1,9,Yes,Yes
41,F,African-American,25 - 45,Low,Male,8,-1,2,Yes,Yes
24,M,African-American,Less than 25,Low,Male,0,0,2,No,No
21,F,African-American,Less than 25,High,Male,1,-1,9,Yes,No
54,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
49,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
42,F,Caucasian,25 - 45,Low,Male,1,0,2,No,No
21,F,African-American,Less than 25,Low,Male,1,0,4,Yes,Yes
61,F,African-American,Greater than 45,Low,Male,30,-56,4,No,No
46,F,Caucasian,Greater than 45,High,Male,5,0,8,Yes,Yes
74,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
38,F,Hispanic,25 - 45,Low,Female,0,0,1,No,No
39,F,African-American,25 - 45,Low,Female,1,-1,1,No,No
38,F,African-American,25 - 45,Low,Female,0,-1,1,No,No
19,F,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
28,F,Caucasian,25 - 45,Low,Male,0,-1,2,Yes,Yes
25,F,African-American,25 - 45,Medium,Male,1,-1,6,Yes,Yes
53,M,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
23,F,African-American,Less than 25,High,Male,2,-1,9,No,No
55,F,Caucasian,Greater than 45,High,Male,33,-1,9,Yes,Yes
64,F,Caucasian,Greater than 45,Low,Female,1,-1,1,No,No
23,M,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
23,F,African-American,Less than 25,High,Male,4,-1,8,Yes,Yes
41,F,Hispanic,25 - 45,Low,Female,0,0,1,No,No
53,M,Other,Greater than 45,Low,Male,0,0,1,No,No
34,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
24,F,Hispanic,Less than 25,Low,Male,0,-1,1,Yes,Yes
26,M,African-American,25 - 45,Low,Male,1,-1,1,No,No
44,F,Caucasian,25 - 45,Low,Male,4,-1,2,No,No
27,F,Caucasian,25 - 45,Low,Female,0,0,2,No,No
28,F,Caucasian,25 - 45,High,Male,14,-1,9,No,No
55,M,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
22,F,African-American,Less than 25,Low,Female,2,-60,4,No,No
36,F,African-American,25 - 45,Medium,Male,15,-1,5,No,No
29,F,African-American,25 - 45,High,Male,6,-236,8,Yes,Yes
23,F,African-American,Less than 25,Low,Male,1,-1,4,No,No
56,M,African-American,Greater than 45,Low,Male,1,0,1,No,No
27,F,Caucasian,25 - 45,Medium,Male,2,-1,6,Yes,Yes
37,M,Caucasian,25 - 45,Medium,Male,1,-1,6,No,No
32,F,African-American,25 - 45,High,Male,1,-1,8,Yes,Yes
41,M,African-American,25 - 45,High,Male,18,-1,10,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,1,-1,6,Yes,Yes
37,F,Caucasian,25 - 45,Low,Male,1,-1,2,Yes,Yes
45,M,African-American,Greater than 45,Low,Male,3,0,2,No,No
31,F,African-American,25 - 45,High,Female,14,-1,8,No,No
42,F,African-American,25 - 45,Medium,Male,7,-1,5,Yes,Yes
26,F,African-American,25 - 45,High,Male,20,-1,9,Yes,Yes
33,F,Caucasian,25 - 45,High,Male,0,0,9,Yes,Yes
22,M,Caucasian,Less than 25,Low,Male,0,0,2,Yes,Yes
32,F,Caucasian,25 - 45,Medium,Male,2,-61,5,Yes,Yes
36,M,African-American,25 - 45,Low,Female,1,0,1,No,No
54,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
25,F,African-American,25 - 45,High,Male,5,-1,9,Yes,Yes
24,F,Caucasian,Less than 25,Medium,Male,3,-1,5,Yes,Yes
23,M,Hispanic,Less than 25,Medium,Male,0,-1,7,No,No
61,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
42,M,Caucasian,25 - 45,Low,Female,0,-1,1,No,No
28,M,Caucasian,25 - 45,Low,Male,1,0,2,Yes,Yes
27,M,African-American,25 - 45,Medium,Male,1,-1,5,No,No
24,M,Caucasian,Less than 25,Low,Male,2,-18,3,No,No
33,F,African-American,25 - 45,Medium,Male,14,-59,5,No,No
32,F,African-American,25 - 45,High,Male,16,-1,10,Yes,Yes
38,F,Caucasian,25 - 45,Low,Male,0,-7,1,No,No
21,M,Caucasian,Less than 25,Low,Male,1,-1,3,Yes,No
27,F,African-American,25 - 45,Medium,Male,1,-1,7,Yes,Yes
39,F,Caucasian,25 - 45,Low,Male,0,-1,4,No,No
29,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
29,F,Caucasian,25 - 45,Low,Male,1,-2,3,No,No
65,F,Caucasian,Greater than 45,Low,Male,6,-61,4,No,No
36,F,Caucasian,25 - 45,Low,Male,1,23,4,Yes,Yes
46,F,African-American,Greater than 45,Medium,Male,0,0,7,Yes,Yes
44,F,African-American,25 - 45,Medium,Male,7,-1,6,Yes,No
27,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
27,F,African-American,25 - 45,Medium,Male,8,-1,7,Yes,Yes
61,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
47,M,African-American,Greater than 45,Low,Male,0,-1,1,Yes,Yes
27,M,African-American,25 - 45,Low,Male,1,-1,1,No,No
28,F,Caucasian,25 - 45,Low,Male,0,-1,2,Yes,Yes
31,M,Caucasian,25 - 45,Medium,Female,1,-1,5,Yes,Yes
26,M,Caucasian,25 - 45,Low,Male,9,0,4,Yes,Yes
53,F,African-American,Greater than 45,Low,Male,2,-1,2,Yes,Yes
26,F,African-American,25 - 45,Medium,Male,1,-1,5,Yes,Yes
25,F,African-American,25 - 45,Low,Male,2,-23,4,No,No
23,M,Other,Less than 25,High,Male,5,-1,10,Yes,Yes
21,M,African-American,Less than 25,High,Female,4,-1,8,Yes,Yes
23,M,African-American,Less than 25,Low,Male,1,0,4,No,No
30,M,Other,25 - 45,Low,Male,3,-1,1,No,No
45,F,African-American,Greater than 45,Low,Female,2,-1,3,No,No
27,M,African-American,25 - 45,Medium,Male,2,-1,5,Yes,Yes
57,M,African-American,Greater than 45,High,Male,6,370,9,Yes,Yes
44,F,Caucasian,25 - 45,Medium,Male,8,231,6,Yes,Yes
26,M,African-American,25 - 45,Low,Female,0,-1,2,No,No
21,F,Caucasian,Less than 25,High,Male,0,-1,8,Yes,Yes
62,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
48,F,Caucasian,Greater than 45,Low,Male,0,-1,3,No,No
53,M,African-American,Greater than 45,Low,Male,1,-1,1,No,No
62,M,African-American,Greater than 45,Low,Male,3,-1,3,Yes,Yes
28,F,African-American,25 - 45,High,Male,5,-1,10,No,No
56,F,Caucasian,Greater than 45,Low,Male,1,0,2,No,No
35,F,Hispanic,25 - 45,Low,Male,2,-8,1,No,No
56,M,Hispanic,Greater than 45,Low,Female,2,-1,1,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,2,-1,7,Yes,Yes
26,F,African-American,25 - 45,High,Male,5,-1,8,Yes,Yes
35,M,African-American,25 - 45,Medium,Male,4,0,5,No,No
22,F,African-American,Less than 25,Low,Male,1,-1,3,Yes,Yes
37,F,African-American,25 - 45,Low,Female,7,-1,3,No,No
32,F,African-American,25 - 45,Low,Female,0,0,2,No,No
33,F,African-American,25 - 45,Medium,Female,3,-1,6,Yes,Yes
38,F,Other,25 - 45,Low,Male,2,0,3,Yes,Yes
53,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
32,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
26,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
61,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
21,M,African-American,Less than 25,High,Male,0,-1,10,No,No
69,M,African-American,Greater than 45,Medium,Male,22,-1,5,No,No
26,M,African-American,25 - 45,Low,Male,0,0,4,No,No
30,F,African-American,25 - 45,High,Male,9,-1,10,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,1,-5,4,No,No
41,M,Caucasian,25 - 45,Low,Male,0,0,2,No,No
45,F,African-American,Greater than 45,Medium,Male,0,-1,6,Yes,Yes
31,F,African-American,25 - 45,Medium,Male,10,-1,5,Yes,Yes
22,F,Caucasian,Less than 25,Low,Male,0,-2,3,No,No
54,F,Caucasian,Greater than 45,Low,Female,0,0,3,Yes,Yes
50,M,Caucasian,Greater than 45,Low,Male,2,-1,1,Yes,Yes
37,F,Other,25 - 45,Low,Male,11,-1,3,No,No
21,F,African-American,Less than 25,High,Female,0,-1,8,Yes,Yes
23,M,Hispanic,Less than 25,Medium,Male,6,-1,7,Yes,Yes
30,F,Caucasian,25 - 45,Low,Male,0,-1,3,Yes,Yes
53,F,Caucasian,Greater than 45,Low,Male,2,-32,1,No,No
30,F,African-American,25 - 45,High,Male,11,-1,8,Yes,Yes
26,M,Caucasian,25 - 45,Low,Male,5,0,4,No,No
30,F,African-American,25 - 45,High,Female,1,-62,9,Yes,Yes
59,M,African-American,Greater than 45,Low,Female,0,-1,2,No,No
29,F,African-American,25 - 45,High,Male,13,-1,8,Yes,Yes
67,F,Hispanic,Greater than 45,Low,Male,0,-3,1,No,No
30,F,Caucasian,25 - 45,High,Male,13,-2,8,Yes,Yes
25,M,African-American,25 - 45,Medium,Male,5,-1,5,Yes,Yes
45,F,Hispanic,Greater than 45,Medium,Male,8,-1,6,No,No
22,F,African-American,Less than 25,Low,Male,0,0,3,Yes,No
41,F,African-American,25 - 45,Low,Male,8,0,1,Yes,Yes
46,F,Asian,Greater than 45,Medium,Male,3,-1,5,Yes,Yes
27,M,Other,25 - 45,Medium,Male,0,-1,5,No,No
37,F,African-American,25 - 45,Medium,Female,13,-1,6,Yes,No
22,F,African-American,Less than 25,Low,Male,0,-1,3,Yes,Yes
19,F,African-American,Less than 25,Low,Male,0,-1,4,Yes,Yes
45,M,Caucasian,Greater than 45,Low,Male,2,-1,2,No,No
33,F,African-American,25 - 45,High,Female,5,-1,9,Yes,Yes
52,F,African-American,Greater than 45,Medium,Male,7,-1,5,Yes,No
21,F,African-American,Less than 25,Medium,Female,0,-1,6,No,No
43,M,African-American,25 - 45,High,Male,6,0,10,Yes,Yes
33,F,Caucasian,25 - 45,Medium,Male,3,-1,6,No,No
26,F,African-American,25 - 45,High,Male,3,-1,10,Yes,Yes
37,M,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
38,F,African-American,25 - 45,Low,Male,1,-8,1,Yes,Yes
35,M,Hispanic,25 - 45,Low,Male,1,-1,1,Yes,Yes
27,F,African-American,25 - 45,Low,Male,1,-1,2,Yes,Yes
40,F,Other,25 - 45,Low,Male,1,0,1,No,No
21,F,African-American,Less than 25,Medium,Male,1,-2,5,No,No
38,F,Caucasian,25 - 45,High,Male,3,-1,9,Yes,Yes
37,M,Caucasian,25 - 45,Low,Male,0,-1,4,No,No
24,M,Hispanic,Less than 25,Low,Male,1,-78,2,No,No
44,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
30,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
40,F,Hispanic,25 - 45,Low,Male,0,0,1,No,No
49,F,Caucasian,Greater than 45,Low,Male,1,-22,1,No,No
67,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
59,F,African-American,Greater than 45,High,Male,14,-1,8,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,-1,10,Yes,Yes
31,M,Caucasian,25 - 45,Medium,Male,6,-1,7,No,No
50,F,Caucasian,Greater than 45,Low,Female,2,-1,1,Yes,Yes
30,F,African-American,25 - 45,Low,Male,7,-1,3,No,No
28,M,Caucasian,25 - 45,Low,Male,1,-1,2,No,No
48,F,African-American,Greater than 45,Medium,Male,7,-1,7,Yes,Yes
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
42,M,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
34,M,African-American,25 - 45,Medium,Male,0,0,7,Yes,Yes
43,M,African-American,25 - 45,Medium,Male,4,0,5,Yes,Yes
44,F,African-American,25 - 45,Low,Male,0,0,1,No,No
25,M,Caucasian,25 - 45,Medium,Male,0,256,7,No,No
29,F,Hispanic,25 - 45,Medium,Male,17,0,6,Yes,Yes
25,F,Caucasian,25 - 45,Medium,Male,2,-1,5,Yes,Yes
32,M,African-American,25 - 45,Low,Female,0,-1,3,Yes,Yes
96,F,Hispanic,Greater than 45,Low,Male,2,-3,2,Yes,Yes
35,M,African-American,25 - 45,Low,Male,10,-232,4,Yes,Yes
29,M,Hispanic,25 - 45,Low,Male,0,-1,2,No,No
27,F,Hispanic,25 - 45,Medium,Male,8,-1,5,Yes,Yes
41,F,Hispanic,25 - 45,Low,Male,2,-132,2,No,No
31,M,Hispanic,25 - 45,Medium,Male,0,-3,5,No,No
24,F,African-American,Less than 25,Low,Male,1,-1,3,Yes,Yes
34,F,African-American,25 - 45,Medium,Male,0,0,7,Yes,Yes
48,F,African-American,Greater than 45,Low,Male,2,0,1,Yes,Yes
41,F,African-American,25 - 45,Low,Male,1,-1,1,No,No
26,M,African-American,25 - 45,High,Male,12,-1,9,Yes,Yes
42,F,African-American,25 - 45,Medium,Male,0,0,5,Yes,Yes
29,M,African-American,25 - 45,Medium,Male,0,-1,5,No,No
26,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
27,F,African-American,25 - 45,Low,Female,1,0,3,No,No
35,M,Caucasian,25 - 45,Low,Male,4,-1,2,No,No
54,F,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
24,M,African-American,Less than 25,High,Male,3,-155,10,Yes,Yes
20,F,African-American,Less than 25,Medium,Male,0,-1,6,No,No
27,F,Caucasian,25 - 45,Medium,Male,0,-3,6,No,No
21,F,African-American,Less than 25,Medium,Male,1,-1,7,No,No
27,M,Caucasian,25 - 45,High,Male,7,-1,9,Yes,Yes
34,F,African-American,25 - 45,High,Male,11,-1,8,Yes,Yes
27,F,Caucasian,25 - 45,Medium,Male,4,-42,7,No,No
54,M,African-American,Greater than 45,Low,Male,0,-1,1,No,No
29,F,Other,25 - 45,Low,Male,2,-1,2,Yes,Yes
39,F,African-American,25 - 45,Low,Male,1,-6,1,No,No
33,M,Caucasian,25 - 45,Low,Female,0,-2,1,No,No
25,F,African-American,25 - 45,High,Female,2,210,8,Yes,Yes
40,F,Hispanic,25 - 45,Low,Female,7,-19,2,Yes,Yes
35,M,African-American,25 - 45,Low,Female,0,-1,4,No,No
28,M,Hispanic,25 - 45,Low,Male,0,0,2,Yes,Yes
53,M,African-American,Greater than 45,Low,Male,0,-3,1,No,No
28,M,Caucasian,25 - 45,Low,Male,2,-1,4,No,No
26,F,African-American,25 - 45,High,Male,0,-1,8,No,No
30,F,African-American,25 - 45,Low,Male,1,1040,3,Yes,No
31,F,African-American,25 - 45,Medium,Male,3,0,5,No,No
24,M,Caucasian,Less than 25,High,Male,3,-1,8,Yes,Yes
45,F,Caucasian,Greater than 45,Medium,Male,19,-1,6,Yes,Yes
33,M,Hispanic,25 - 45,Low,Male,1,0,4,No,No
28,F,African-American,25 - 45,Medium,Male,1,0,7,No,No
45,F,Caucasian,Greater than 45,Low,Female,1,-1,3,Yes,Yes
33,F,Caucasian,25 - 45,High,Male,3,-19,8,Yes,Yes
23,F,Caucasian,Less than 25,Medium,Male,4,0,6,Yes,Yes
36,F,African-American,25 - 45,Medium,Male,6,-1,5,No,No
22,F,African-American,Less than 25,Low,Male,0,-1,3,No,No
28,F,African-American,25 - 45,Medium,Male,2,0,5,Yes,Yes
37,M,African-American,25 - 45,Low,Male,3,-1,2,Yes,No
52,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
26,F,Caucasian,25 - 45,Low,Male,0,0,2,Yes,No
28,F,Caucasian,25 - 45,Low,Male,4,-1,4,Yes,Yes
33,F,Caucasian,25 - 45,Low,Female,2,-1,4,No,No
23,F,Caucasian,Less than 25,Low,Male,3,-1,4,Yes,Yes
31,M,Caucasian,25 - 45,Low,Male,3,-1,4,Yes,Yes
55,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
24,F,Caucasian,Less than 25,Low,Male,3,0,4,Yes,Yes
37,M,African-American,25 - 45,Low,Male,2,0,1,No,No
41,F,African-American,25 - 45,Low,Male,0,0,1,No,No
26,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
41,F,African-American,25 - 45,Medium,Male,13,-1,5,No,No
33,F,African-American,25 - 45,Medium,Male,6,-1,6,No,No
47,M,Hispanic,Greater than 45,Low,Male,0,-1,1,Yes,Yes
23,F,African-American,Less than 25,Medium,Male,0,-1,5,No,No
27,F,Caucasian,25 - 45,Low,Male,1,-1,3,No,No
24,F,Caucasian,Less than 25,Medium,Male,0,0,5,Yes,Yes
30,F,African-American,25 - 45,High,Male,10,0,9,No,No
55,F,Caucasian,Greater than 45,Low,Male,1,0,3,No,No
26,M,African-American,25 - 45,High,Male,13,0,10,Yes,Yes
41,M,African-American,25 - 45,Medium,Female,6,-65,6,No,No
35,F,African-American,25 - 45,Low,Male,0,0,3,No,No
26,F,African-American,25 - 45,Low,Male,4,-73,4,Yes,Yes
20,M,African-American,Less than 25,Low,Male,1,-22,4,No,No
24,M,Caucasian,Less than 25,High,Male,3,-1,8,Yes,Yes
31,M,African-American,25 - 45,High,Male,8,-1,10,Yes,Yes
55,F,African-American,Greater than 45,Low,Male,0,-1,1,Yes,Yes
33,F,Caucasian,25 - 45,High,Male,7,-1,9,Yes,Yes
44,F,Caucasian,25 - 45,Medium,Male,6,-1,6,Yes,Yes
41,F,African-American,25 - 45,High,Male,25,-1,9,Yes,Yes
56,M,African-American,Greater than 45,High,Male,9,0,8,No,No
21,F,African-American,Less than 25,Low,Male,1,-10,3,No,No
36,F,African-American,25 - 45,Low,Male,1,550,2,Yes,Yes
48,M,Caucasian,Greater than 45,Low,Female,1,0,1,No,No
27,F,Caucasian,25 - 45,Medium,Male,6,117,6,Yes,Yes
56,F,Caucasian,Greater than 45,Medium,Male,7,-1,6,Yes,Yes
39,M,Caucasian,25 - 45,Low,Male,2,-26,1,No,No
31,F,Hispanic,25 - 45,Low,Male,0,-1,2,No,No
25,F,Caucasian,25 - 45,Medium,Female,0,-1,6,No,No
51,F,Caucasian,Greater than 45,Low,Male,1,-83,1,No,No
28,F,African-American,25 - 45,Medium,Female,3,-16,5,No,No
30,F,African-American,25 - 45,Low,Male,0,-1,2,Yes,Yes
19,M,African-American,Less than 25,High,Female,0,-1,8,Yes,Yes
20,M,African-American,Less than 25,Low,Male,0,-1,4,Yes,Yes
57,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
51,M,African-American,Greater than 45,Medium,Male,8,-1,6,Yes,Yes
27,F,African-American,25 - 45,Low,Male,5,0,3,Yes,Yes
26,F,African-American,25 - 45,Medium,Male,0,-1,5,No,No
23,M,Caucasian,Less than 25,High,Male,3,-1,8,Yes,Yes
35,M,African-American,25 - 45,High,Male,14,-1,8,Yes,Yes
37,F,African-American,25 - 45,Medium,Male,5,-29,6,No,No
48,F,African-American,Greater than 45,Low,Male,0,0,1,No,No
21,F,African-American,Less than 25,High,Male,0,-1,9,No,No
19,F,African-American,Less than 25,High,Male,3,74,10,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,1,-31,5,Yes,Yes
52,M,African-American,Greater than 45,Low,Male,1,-21,1,No,No
23,F,African-American,Less than 25,High,Male,5,256,9,Yes,Yes
22,F,African-American,Less than 25,Low,Male,0,-1,4,Yes,Yes
19,F,African-American,Less than 25,High,Male,1,-40,10,Yes,Yes
41,F,Caucasian,25 - 45,Low,Male,1,-1,2,Yes,Yes
25,M,Caucasian,25 - 45,Medium,Female,1,-1,5,Yes,Yes
54,M,African-American,Greater than 45,Low,Male,0,0,1,Yes,Yes
25,F,African-American,25 - 45,High,Male,13,-8,10,Yes,Yes
40,F,Caucasian,25 - 45,Low,Female,4,-1,4,Yes,No
22,F,African-American,Less than 25,Medium,Male,0,0,7,No,No
50,F,Caucasian,Greater than 45,Low,Male,10,-1,4,No,No
35,M,Caucasian,25 - 45,Low,Male,2,0,3,Yes,No
28,F,Caucasian,25 - 45,High,Male,7,-1,9,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,0,-1,7,No,No
38,F,Other,25 - 45,Low,Female,6,-34,4,Yes,Yes
27,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
22,F,African-American,Less than 25,Low,Male,0,0,3,Yes,Yes
38,F,Hispanic,25 - 45,High,Female,20,-1,9,Yes,Yes
32,F,African-American,25 - 45,High,Male,26,-32,10,Yes,Yes
32,F,Caucasian,25 - 45,Medium,Male,0,0,5,No,No
59,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
30,F,Caucasian,25 - 45,High,Male,19,57,10,Yes,Yes
20,M,Other,Less than 25,Medium,Male,0,-1,6,Yes,Yes
59,F,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
44,F,Caucasian,25 - 45,Low,Female,1,-3,1,Yes,Yes
26,M,African-American,25 - 45,High,Male,9,-1,10,Yes,Yes
30,F,African-American,25 - 45,Medium,Male,9,-1,6,Yes,Yes
25,M,African-American,25 - 45,High,Male,3,0,8,Yes,Yes
44,M,Hispanic,25 - 45,Low,Male,0,-2,1,No,No
40,F,African-American,25 - 45,High,Male,7,129,8,No,No
31,M,African-American,25 - 45,Medium,Female,0,-2,6,Yes,Yes
32,F,African-American,25 - 45,Low,Female,0,-1,3,No,No
37,F,African-American,25 - 45,High,Male,22,-1,9,Yes,Yes
22,F,Caucasian,Less than 25,Low,Male,2,-1,4,No,No
38,M,African-American,25 - 45,Medium,Male,8,-1,6,Yes,Yes
34,F,Caucasian,25 - 45,Low,Male,2,-1,4,No,No
30,F,African-American,25 - 45,Low,Male,7,-1,3,No,No
38,F,Caucasian,25 - 45,Low,Female,0,-1,4,Yes,Yes
36,F,African-American,25 - 45,High,Male,10,-1,10,Yes,Yes
46,F,Other,Greater than 45,Low,Male,0,0,1,No,No
